Park2010,parkCode,RecreationalVisits2010,NonRecreationalVisits2010,TotalVisits2010,RecreationVisitorHours2010,NonRecreationVisitorHours2010,VisitorDays2010,ConcessionerLodging2010,ConcessionerCamping2010,TentOvernights2010,RecreationVehicleOvernights2010,BackcountryOvernights2010,MiscellaneousOvernights2010,NonRecreationOvernights2010,TotalRecreationVisits2010,TotalNonRecreationVisits2010,SumOfTotalVisits2010,TotalRecreationVisitorHours2010,TotalNonRecreationVisitorHours2010,TotalVisitorDays2010,TotalConcessionerLodging2010,TotalConcessionerCamping2010,TotalTentOvernights2010,TotalRecreationVehicleOvernights2010,TotalBackcountryOvernights2010,TotalMiscellaneousOvernights2010,TotalNonRecreationOvernights2010
Kings Canyon NP,KICA,"609,531","20,921","630,452","19,847,970","83,684","1,653,997","40,411",0,"84,810","36,252","15,223","13,637",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Kings Mountain NMP,KIMO,"274,056","265,179","539,235","298,664","44,178","24,888",0,0,0,0,79,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Klondike Gold Rush NHP Alaska,KLGO,"797,828",0,"797,828","3,256,580",0,"271,381",0,0,"2,740",0,"4,497",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Klondike Gold Rush NHP Seattle,KLSE,"65,196",0,"65,196","114,094",0,"9,507",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Knife River Indian Villages NHS,KNRI,"22,278",575,"22,853","35,192",290,"2,932",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Kobuk Valley NP,KOVA,"2,588",699,"3,287","7,340","5,592",611,0,0,0,0,514,0,408,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Korean War Veterans Memorial,KOWA,"3,155,137",0,"3,155,137","1,577,567",0,"131,463",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lake Chelan NRA,LACH,"36,956",0,"36,956","402,142",0,"33,511","6,256",0,0,0,"3,625",916,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lake Clark NP & PRES,LACL,"9,916",0,"9,916","133,110",0,"11,092",0,0,0,0,"5,149",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lake Mead NRA,LAKE,"7,310,611","265,153","7,575,764","60,756,599","1,590,910","5,063,049","22,777","141,991","117,238","149,210","180,327","167,212","175,375","281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lake Meredith NRA,LAMR,"890,693",0,"890,693","2,392,780",0,"199,398",0,0,"4,580","17,346",0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lake Roosevelt NRA,LARO,"1,297,659","1,200","1,298,859","5,061,511",600,"421,792","9,011","4,040","54,079","69,880","1,774","16,894",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lassen Volcanic NP,LAVO,"366,289",0,"366,289","4,246,869",0,"353,905","5,095",0,"55,155","23,175","6,105","8,048",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lava Beds NM,LABE,"138,158",771,"138,929","472,820",390,"39,401",0,0,"8,178","2,371",3,73,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
LBJ Memorial Grove on the Potomac,LYBA,"245,329",0,"245,329","122,664",0,"10,222",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lewis & Clark NHP,LEWI,"220,432",96,"220,528","349,064",24,"29,088",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lincoln Boyhood NMEM,LIBO,"132,037","16,200","148,237","148,542","2,700","12,378",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lincoln Home NHS,LIHO,"368,320","10,278","378,598","326,175","69,592","27,181",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lincoln Memorial,LINC,"5,852,981",0,"5,852,981","2,926,491",0,"243,874",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Little Bighorn Battlefield NM,LIBI,"319,022","2,786","321,808","319,131","1,393","26,594",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Little River Canyon NPRES,LIRI,"194,511",0,"194,511","249,145",0,"20,762",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Little Rock Central High School NHS,CHSC,"46,410",0,"46,410","46,410",0,"3,867",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Longfellow House Washington's HQ NHS,LONG,"45,909",0,"45,909","68,865",0,"5,738",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lowell NHP,LOWE,"547,890","4,307","552,197","828,141","6,464","69,011",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Lyndon B. Johnson NHP,LYJO,"109,221",0,"109,221","189,042",0,"15,753",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Maggie L. Walker NHS,MAWA,"11,269",0,"11,269","16,907",0,"1,408",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Mammoth Cave NP,MACA,"501,717","142,888","644,605","3,223,510","71,444","268,625","31,072",0,"33,240","10,472","5,637","3,383",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Manassas NBP,MANA,"585,996",480,"586,476","439,497",84,"36,624",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Manzanar NHS,MANZ,"77,564",0,"77,564","116,343",0,"9,695",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Marsh-Billings-Rockefeller NHP,MABI,"31,358",0,"31,358","62,716",0,"5,226",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
"Martin Luther King, Jr. NHP",MALU,"659,830",0,"659,830","1,005,704",0,"83,808",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Martin Van Buren NHS,MAVA,"21,308",720,"22,028","23,306",180,"1,942",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Mary McLeod Bethune Council House NHS,MABE,"22,240",0,"22,240","44,480",0,"3,706",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Mesa Verde NP,MEVE,"556,521","7,901","564,422","4,267,372","7,901","355,614","48,291",0,"27,237","22,074",0,348,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Minute Man NHP,MIMA,"1,049,969",0,"1,049,969","1,574,953",0,"131,246",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Minuteman Missile NHS,MIMI,"41,372",0,"41,372","33,386",0,"2,782",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Missouri NRR,MNRR,"156,868",0,"156,868","50,552",0,"4,212",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Mojave NPRES,MOJA,"572,753",0,"572,753","3,458,897",0,"288,241",0,0,796,"1,069",0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Monocacy NB,MONO,"34,891",0,"34,891","52,338",0,"4,361",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Montezuma Castle NM,MOCA,"580,315",420,"580,735","580,315",108,"48,359",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Moores Creek NB,MOCR,"52,052",0,"52,052","37,337",0,"3,111",0,0,0,0,267,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Morristown NHP,MORR,"284,749",0,"284,749","850,983",0,"70,915",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Mount Rainier NP,MORA,"1,189,286","534,669","1,723,955","14,403,688","534,669","1,200,307","42,257",0,"59,270","22,779","40,543","7,649",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Mount Rushmore NMEM,MORU,"2,312,409","802,182","3,114,591","3,044,657","267,391","253,721",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Muir Woods NM,MUWO,"829,795",0,"829,795","1,106,117",0,"92,176",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Natchez NHP,NATC,"205,417",0,"205,417","370,435",0,"30,869",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Natchez Trace PKWY,NATR,"5,930,428","8,323,037","14,253,465","23,954,364","8,323,037","1,996,197",0,0,"6,126","15,024",0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
National Capital Parks Central,NCPC,"1,449,733",0,"1,449,733","971,844",0,"80,987",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
National Capital Parks East,NCPE,"1,187,636","22,329,195","23,516,831","1,626,173","13,777,446","135,514",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
National Park of American Samoa,NPSA,"2,123",0,"2,123","4,245",0,353,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Natural Bridges NM,NABR,"95,915",800,"96,715","532,282",400,"44,356",0,0,"3,333","2,200",0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Navajo NM,NAVA,"74,221","13,488","87,709","177,312","3,374","14,776",0,0,"1,708","1,019",266,38,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
New Bedford Whaling NHP,NEBE,"274,312",0,"274,312","138,839",0,"11,569",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
New Orleans Jazz NHP,JAZZ,"76,696",0,"76,696","123,456",0,"10,288",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
New River Gorge NP & PRES,NERI,"1,145,310","2,400","1,147,710","2,498,045","4,800","208,170",0,0,"6,600","3,433",0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Nez Perce NHP,NEPE,"194,973","1,800","196,773","260,211",180,"21,684",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Nicodemus NHS,NICO,"3,479",0,"3,479","3,479",0,289,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Ninety Six NHS,NISI,"61,330",0,"61,330","76,663",0,"6,388",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Niobrara NSR,NIOB,"69,271",0,"69,271","535,622",0,"44,635",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Noatak NPRES,NOAT,"2,839",710,"3,549","29,584","5,680","2,465",0,0,0,0,581,0,437,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
North Cascades NP,NOCA,"24,527",0,"24,527","435,738",0,"36,311",0,0,0,0,"17,626",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Obed W&SR,OBRI,"178,543","10,800","189,343","738,760",900,"61,563",0,0,"1,115",0,182,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Ocmulgee Mounds NHP,OCMU,"114,383",0,"114,383","171,577",0,"14,298",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Olympic NP,OLYM,"2,934,815","905,263","3,840,078","13,963,533","344,953","1,163,627","69,567","6,629","90,298","65,477","68,417",788,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Oregon Caves NM & PRES,ORCA,"89,235",520,"89,755","375,305","1,040","31,275","6,725",0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Organ Pipe Cactus NM,ORPI,"235,414","896,205","1,131,619","653,934","448,103","54,494",0,0,"3,239","18,948",556,79,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Ozark NSR,OZAR,"1,400,125",0,"1,400,125","4,059,818",0,"338,318","9,015",0,"65,612","33,124","16,578","47,699",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Padre Island NS,PAIS,"589,931","1,800","591,731","4,130,020","14,400","344,168",0,0,"19,099","32,523","13,592",363,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Palo Alto Battlefield NHP,PAAL,"26,379",0,"26,379","52,756",0,"4,396",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pea Ridge NMP,PERI,"93,616",0,"93,616","187,232",0,"15,602",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pearl Harbor NMEM,PERL,"1,304,710","5,160","1,309,870","2,609,420","10,320","217,451",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pecos NHP,PECO,"33,858",0,"33,858","216,227",0,"18,018",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pennsylvania Avenue NHS,PAAV,"262,177",0,"262,177","86,517",0,"7,209",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Perry's Victory & Intl. Peace MEM,PEVI,"92,506",0,"92,506","86,317",0,"7,193",0,0,0,0,0,"1,685",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Petersburg NB,PETE,"175,207","376,435","551,642","185,894","94,109","15,491",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Petrified Forest NP,PEFO,"647,803",120,"647,923","1,609,858","52,596","134,154",0,0,0,0,304,0,"4,373","281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Petroglyph NM,PETR,"109,426",0,"109,426","218,853",0,"18,237",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pictured Rocks NL,PIRO,"488,987","1,850","490,837","2,465,885",556,"205,490",0,0,"10,786","2,913","14,631",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pinnacles NP,PINN,"250,933",0,"250,933","1,121,159",0,"93,429",0,"9,879",0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pipe Spring NM,PISP,"58,143",404,"58,547","58,143",900,"4,845",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pipestone NM,PIPE,"74,438",0,"74,438","186,091",0,"15,507",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Piscataway Park,PISC,"276,041",0,"276,041","518,943",0,"43,245",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Point Reyes NS,PORE,"2,048,127","25,788","2,073,915","10,427,981","25,788","868,998","8,485","4,115",0,0,"28,161",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Port Chicago Naval Magazine NMEM,POCH,838,0,838,"1,676",0,139,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
President's Park,PRPA,"918,248",0,"918,248","1,297,185",0,"108,098",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Prince William Forest Park,PRWI,"379,440",480,"379,920","2,620,456",960,"218,371",0,"20,210","2,678",625,361,"24,256",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pu'uhonua o Honaunau NHP,PUHO,"406,329",0,"406,329","406,329",0,"33,860",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Pu'ukohola Heiau NHS,PUHE,"124,061","103,911","227,972","62,029","17,311","5,169",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Rainbow Bridge NM,RABR,"105,035",0,"105,035","157,556",0,"13,129",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Redwood NP,REDW,"407,328",0,"407,328","1,591,844",0,"132,653","1,343",0,"1,718",0,942,"4,194",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Richmond NBP,RICH,"131,093","148,923","280,016","326,153","37,231","27,179",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Rio Grande W&SR,RIGR,"1,083",0,"1,083","104,346",0,"8,695",0,0,0,0,"5,160",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Rock Creek Park,ROCR,"1,924,672","12,386,843","14,311,515","2,101,096","6,193,419","175,091",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Rocky Mountain NP,ROMO,"2,861,952","170,122","3,032,074","19,931,764","39,159","1,660,980",0,0,"88,884","44,652","33,016","5,951",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Roger Williams NMEM,ROWI,"51,684","72,997","124,681","43,933","5,840","3,661",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Ross Lake NRA,ROLA,"618,347",720,"619,067","2,249,611",720,"187,467","7,520",0,"26,978","14,422","18,020","1,031",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Russell Cave NM,RUCA,"24,630",0,"24,630","39,062",0,"3,255",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Sagamore Hill NHS,SAHI,"52,116",0,"52,116","130,294",0,"10,857",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Saguaro NP,SAGU,"684,547","2,292,638","2,977,185","1,029,455","573,160","85,787",0,0,0,0,"1,450",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
